index,ISBN,제목,상품명,저자,출판사,설명,국가,장르
2192,9791189503727,중고생이 꼭 읽어야 할 한국단편소설 45,중고생 꼭 읽다 하다 한국 단편소설 45,"김동인 등저 오대교,조정희 등편",생각뿔,국어 실력 기본 교과서 문학 작품 읽다 비롯 대한민국 최고 국어 신들 즐겁다 소설 읽다 힘 합치 중고생 꼭 읽다 한국 단편소설 45 늘다 국어 문학 교과서 수록 45 편의 한국 현대 단편 소설 엄선 청소년 성인 최대한 재미있다 쉬다 이해 구성 책 본문 단어 뜻 풀이 간단하다 작품 설명 정도 수록 되어다 기존 단행본 달리 청소년 작품 더욱 깊이 감상 학습 실질 도움 고자 수능 만점 선생님 본문 중요하다 구절 작품 전반 관 내용 친절하다 설명 형식 구성 작품 기출 문제 예상 문제 수록 정답 표시 청소년 부담 문제 유형 파악 작품 감상 마무리 유도,한국,
2193,9791196222635,세상에서 가장 약한 요괴,세상 가장 약하다 요괴,김동식,요다,작가 탄생 오늘 유머 공포 게시판 많다 호응 얻다 김 동식 소설 집 전 3 권 추다 간 되어다 작가 10년 공장 노동 머릿속 떠올리다 매일 게시판 올리다 김 동식 소설 집 전 3 권 은 써다 내려가다 300 편의 짧다 소설 가운데 66 편 추다 묶다 펼쳐지다 기묘하다 상황 대응 인간 행태 상치 못 방향 전개 빠져들다 농담 가볍다 읽히다 한참 곱씹다 만들다 매력 작품,한국,
2194,9791197021640,엘리베이터에 낀 그 남자는 어떻게 되었나,엘리베이터 끼다 그 남자 어떻다 되어다,김영하,복복서가,세기말 1999년 등단 5년 신인 작가 김영하 문학과지성사 엘리베이터 끼다 남자 어떻다 되어다 만화 제목 연상 케 소설 집 발표 첫 소설 집 호출 기발하다 전복 상상력 문단 김영하 두번째 소설 집 유려 사적 테크닉 기왕 작가 재능 더욱 숙성 세상 내놓다 읽다 이의 마음 맑다 정결 물기 적다 오정희 평 받다 나무 카프카 유머 쉬다 새 몰아치다 표 제작 사회 밑바닥 거치다 살아가다 젊은이 삶 날다 담다 내다 비상구 다양하다 상황 처 독특하다 캐릭터 통해 개 작가 역량 선보이다 소설 집 실리다 작품 한국 문학 정서 기조 방향 바꾸다,한국,
2195,9791171717019,영희와 제임스,영희 제임스,강화길,위즈덤하우스,애 보이 살짝 웃기 온 마음 다해 좋아하다 과거 되어다 빛바 래지 자리 남아 기다리다 좋아하다 마음 관 한겨레문학상 젊다 작가 대상 백신애 문학상 이상문학상 수상한 강화 길 작가 신작 단편소설 영희 제임스 가다 위즈 덤 하우스 추다 간 되어다 스마트폰 시절 촌 구석 진지하다 글램록 밴드 좋아하다 친구 만나다 건 기적 가깝다 운명 운명 맞다 영희 언니 부르다 환호 감탄 기쁨 느끼다 용 희다 오다 늘다 기다리다 연말 공연 간 밤 모르다 서로 멀어지다 보이 살짝 울다 느껴지다 기도 가다 좋아하다 가다 바라보다 충만 마음,한국,
2196,9788937463006,이상 소설 전집,이상 소설 전집,이상,민음사,한국 소설 현대 창조 불우 천재 전위 해체 글쓰기 한국 현대 문학사 개척 실험 소설 천재 광 모던 보이 불리다 이상은 시인 자다 알려지다 실험 구성 파격 문체 통해 식민지 근대 한국 시기 살 내다 혼란 스럽다 불안하다 내면 심리 형상 훌륭하다 소설가 이상은 사회 존재 기반 삶 배경 추상 존재 소설 속 등장인물 통해 뿌리 뽑히다 도시 인과 소외 지식인 억압 충 감추다 욕구 폭로 무의식 처절하다 드러내다 어떻다 특정 이념 기대다 채 특이하다 충실하다 소설 쓰기 늘다 모더니 스트 면모 더불다 시대 예술 철학 도전 천재 재능 거치다 보이다 주다,한국,
2197,9791171717248,잡 인터뷰,잡 인터뷰,박이강,위즈덤하우스,오늘 편하다 솔직하다 나누다 좋다 시시각각 판단 심판 잡 인터뷰 세계 첫 소설 집 날 은유 찾아오다 2022년 대산 창작 기금 받다 10회 교보 문고 스토리 공모전 최우수상 수상한 장편소설 안녕 끌 로이 쓸다 박 강의 신작 단편소설 잡 인터뷰 가다 위즈 덤 하우스 위픽 시리즈 추다 간 되어다 해고 위기 처 경력 13년 차 마케터 리아 늘다 지푸라기 잡다 심정 나오다 세 회사 면접 앳된 얼굴 레게 머리 문신 면접 관 TT 만나다 판 박히다 잡 인터뷰 대신 편하다 솔직하다 싶다 TT 속이다 좋다 건지다 고도 심리전 시도 건지다 리아 TT 질문 건너가다 삶다 예측 불가능하다 부조리하다 가득하다 시시각각 판단 심판 직장 생활 영원하다 끝나다 잡 인터뷰 연속,한국,
2198,9791168127357,첫사랑이 언니에게 남긴 것,첫사랑 언니 남기다 것,이서수,위즈덤하우스,사랑 모든 정의 뛰어넘다 게 사랑 젊다 근희 행진 서수 신작 소설 젊다 작가 이효석 문학상 황산벌 청년 문학상 수상하다 주거 고용 불안 정성 속 나아가다 다짐 청년 주목 해오다 젊다 근희 행진 서수 작가 신작 첫사랑 언니 남기다 위즈 덤 하우스 단편소설 시리즈 위픽 추다 간 되어다 정연 언니 정혜 늘다 속수무책 사랑 빠지다 버리다 사랑 사랑 낙인 사랑 온 마음 주어 언니 사랑 언니 떠나다 언니 한여름 패딩 점퍼 입다 아지랑이 거리 배회 언니 발견 곳 재중 동포 살다 빌라 이주 노동자 모이다 다문화 거리,한국,
2199,9788932018041,침이 고인다,침 곱다,김애란,문학과지성사,최연 소 한국 일보 문학상 수상하다 정도 언론 관심 몸 받다 김애란 두번째 소설 집 침 곱다 가다 추다 간 되어다 무섭다 신선하다 파란 변화 상징 이름 불리다 작가 김애란 전작 확인 바 위트 넘치다 문체 책 만날 문단 찬사 받다 첫 창작 집 김애란 소설 더 몸 낮추다 더 낮다 자리 향 전작 공간 배경 되어다 편의점 원룸 세련되다 일상 거리 멀다 남루하다 자리다 거기 더 나아가다,한국,
2200,9788965820482,한국단편소설 70,한국 단편소설 70,"박완서 등저 성낙수,박찬영 편",리베르,수능 논술 내신 위 필독 우리나라 현대문학 대표 단편소설 70 편 수록 한국 단편소설 40 필독 작품 30 편 추가 담다 개정 국어 교과서 등장 대표 작품 두루 살펴보다 웬만하다 한국 단편소설 망라 과언 근대 우리나라 변화 과정 다양하다 시대 반영 소설 통해 당시 사회 모습 그리다 볼 수도 과도 학 습량 충분 치 학생 효율 책 읽다 꼭 읽다 작품 선별 청소년 성인 좋다 교양 역할,한국,
2201,9791197903007,고발,고발,반디,리베르타스,전 세계 30 개국 번역 추다 간 채식주의자 번역가 데브 스미스 영국 펜 PEN 번역 수상 유럽연합 EU 수여 사하 로프 인권상 노미네이트 북한 살 작가 목숨 걸다 써다 반출 소설 전세계 주목 최고 화 제작,한국,
2202,9788932019154,광장 / 구운몽,광장 구운몽,최인훈,문학과지성사,한국 문학 거인 최인훈 문학 50년 읽다 근대성 관심 이데올로기 저항 새롭다 형식 탐구 바탕 한국 문학 지평 새롭다 열다 작가 최인훈 신판 전집 전집 광장 비롯 기존 작품 더하다 1994년 작 화두 가다 포함 되어다 50 치밀하다 필 치가 녹다 작품 세계 망라 되어다 중 4,한국,
2203,9788932034836,노랑무늬영원,노랑 무늬 영원,한강,문학과지성사,2024 노벨문학상 수상 작가 한강 세계 끝 끝내 인간 살아가다 기적 대하 태어나다 한강 문학 클래식 길 위 매듭 짓다 점 세 개 그린 깊다 선 오늘 한강 어제 한강 읽다 1993년 계간 문학과사회 겨울 시 서울 겨울 외 4 편 발표 이듬해 서울 신문 신춘문예 단편소설 붉다 닻 당선 되어다 작품 활동 시작 한강 현재 추다 간 소설 집 전 권 총 세 권 개정판,한국,
2204,9791165702175,연결하는 소설,연결하다 소설,김애란 등저 배우리 등편,창비교육,공유 싶다 스토리 공기 당연하다 결코 가볍다 미디어 미디어 테마 단편 8 편 엮 연결하다 소설 미디어 만나다 가다 추다 간 되어다 소설 집 미디어 본질 미디어 통한 소통 미디어 리터 러시 김애란 구소현 오선영 김혜지 임현석 김보영 전혜진 작가 그리다 내다 미디어 담기다 일상 속 당연하다 자리 잡다 미디어 이기 단어 진부하다 느껴지다 숨 쉬다 무의식 사용 미디어 인지 더 현명하다 활용 방안 고민 연결하다 소설 읽다 가다 미처 깊다 고민 보지 미디어 모습 놓치다 미디어 사용자 의도 볼 직접 만나다 경험 미디어 서로 이해 생생하다 느끼다,한국,
2205,9788954673105,여름의 빌라,여름 빌라,백수린,문학동네,인생 여름 마주 불가하다 축복 기어 코 작다 세계 벗어나다 눈부시다 궤 소설 집 폴링 폴 참담하다 빛 중편소설 친애하다 친애하다 통해 국문학 대표 작가 자리다 김 수린 대체 불가능하다 아름답다 문장 섬세하다 플롯 문단 독자 신뢰 몸 받다 온 수린 세번 소설 집 여름 빌라 선보이다 현대문학 집 가지 문지 문학상 여름 빌라 젊다 작가 고요한 사건 궤 수상작 권 나볼 소설 집다 기어 코 작다 세계 벗어나다 눈부시다 궤 담다 작품집 이자 수린 시선 담다 내다 세계 사랑 기록,한국,
2206,9791171717217,어떤 새의 이름을 아는 슬픈 너,어떻다 새 이름 알다 슬프다 너,문보영,위즈덤하우스,가다 싶다 모르다 어떻다 수식어 로만 묘사 어떻다 죽음 대하 기묘하다 재치 마음 선명하다 들여다보다 문장 시 산문 소설 자유롭다 넘다 들다 보영 작가 어떻다 새 이름 알다 슬프다 가다 위즈 덤 하우스 단편소설 시리즈 위픽 추다 간 되어다 소설 어떻다 죽음 가족 향 독신 살다 외롭다 죽음 맞이 고 짧다 요약 수도 죽음 복잡하다 수많다 층위 삶 이루어지다 작다 방 빼곡 메우다 사물 속 섭 효진 죽음 따르다 붙다 외로움 그리움 대신 햇빛 몸 뉘 삶 바라보다 침대 맡다 놓이다 사진 집다 효진 마지막 정체 어떻다 길다 묘사 이모 빨갛다 비키니 사진 머리 맡다 두다 잔,한국,
2207,9788936437381,안녕 주정뱅이,안녕 주정뱅이,권여선,창비,인생 던지다 잔혹하다 농담 비극 견디다 그리다 아름답다 생 무늬 국문학 대표 작가 권 선의 소설 집 안녕 주정뱅이 예스 24 한정 특별판 선보이다 특별판 화가 임수진 그림 표지 디자인 눈길 끌다 잔 만들다 내다 그림자 빛 그리다 내다 임수진 작품 권 선의 소설 가지다 쓸쓸하다 서늘하다 정조 자다 보여주다 국문학 특출하다 성취 굳다 자리다 기다 47회 동인문학상 수상하다 권 선의 소설 집다 이해 쉽사리 잊다 지난 삶 불가하다 장면 잡아채다 선명 서늘하다 문장 삶 비 그리다 내다,한국,
2208,9791168127319,2학기 한정 도서부,2 학기 한정 도서 부,연여름,위즈덤하우스,자체 강력하다 주문 주문 필요 귀신 두 선보이다 도서 부의 범 상치 활동 2022년 예스 24 독자 뽑다 한국 문학 미래 젊다 작가 선정 기대 작가 손 꼽히다 여름 신작 위픽 2 학기 한정 도서 부 가다 추다 간 되어다 귀신 눈 가지다 중학생 진도 하와 사서 교사 가문비 한시 도서 부르다 운영 벌어지다 다루다 평범하다 눈 가지다 탓 보지 두 도서관 활동 결코 산 한정 한편 도하 사물함 정체 불명 쪽지 발견 쪽지 출처 찾다 나서다 곳 고요한 공간 펼쳐지다 기상 외한 사건 속 2 학기 한정 도서 불다 무사하다 활동 마치다,한국,
2209,9788932039114,브로콜리 펀치,브로콜리 펀치,이유리,문학과지성사,속수무책 벌어지다 이상하다 다정하다 우연 물음표 느낌표 가득 찬 이유리 유니버스 맛 2020년 경향신문 신춘문예 작품 활동 시작 이유리 첫 소설 집 브로콜리 펀치 가다 문학과지성사 추다 간 되어다 능청 스럽다 낯선 상상력 활달 문체 가다 인상 호평 받다 데뷔 작 빨갛다 열매 오다 2021년 올해 문제 소설 치즈 달 비 스코티 포함 이유리 유니버스 알리다 8 편의 소설 수록 돼다 한국 문학 관심 독자 라면 여러 기획 이유리 이름 눈 여기다 데뷔 작가 다양하다 면모 보여주다 작품 부지런하다 발표 해오다 브로콜리 펀치 이유리 일상 초자연적 사건 비일 상적 존재 불쑥 침범 작가 세계 소개 아무렇다 듯 환대 인물 인하다 환상 현실 밀착 되어다 분리,한국,
2210,9788933801840,엄마의 말뚝,엄마 말뚝,박완서,세계사,지난 세기 수많다 한국 경험 특수하다 상황 세계 경험 끌다 올리다 박완서 역작 엄마 말뚝 은 박완서 쓸다 80 편의 단편소설 중 유일하다 연작 소설 이자 대표 작 손꼽다 작품 엄마 말뚝 1 은 송도 대처 대처 서울 문밖 문밖 문안 이동 박완서 유년 시절 어머니 기억 기인,한국,
2211,9791165700812,숨 쉬는 소설,숨 쉬다 소설,"최진영,김기창,김중혁,김애란,임솔아,이상욱,조시현,배명훈 공저",창비교육,지구 숨 쉬 싶다 필요하다 가지 친환경 가치 익숙하다 Z 세대 지구 생명 테마 단편 소설 8 편 엮 숨 쉬다 소설 추다 간 되어다 시대 작가 최진영 김기창 김중혁 김애란 임솔아 욱 현 배명훈 시선 지구 생태계 현재 미래 그리다 내다 소설 독성 화학 물질 기후 위기 플라스틱 문제 생명 교감 신체 가치 고민 육식 문화 인간 거부 지구 광활하다 자연 아름답다 움 다루다 소설 통해 환경 문제 바라보다 책 지구 위기 민감하다 반응 세대 청소년 2030 독자 새롭다 경험 선사 책 창비 교육 추다 가다 테마 소설 시리즈 책 노동 주제 땀 흘리다 소설 사랑 주제 가슴 뛰다 소설 재난 주제 기억 소설 후속,한국,
2212,9791196722012,[예스리커버] 너무나 많은 여름이,예스리 커버 많다 여름,김연수,레제,지난해 소설 집 평범하다 미래 추다 간 김연수 여러 번 사이 바뀌다 내적인 욕구 가다 강하다 작동 동시 외적 바뀌다 벌다 지다 언급 신간 많다 여름 늘다 시기 건너다 뒤 쓰이다 짧다 소설 변화 내적인 욕구 외적인 요구 옮기다 김연수 그다음 첫걸음 셈 작가 소설 여러 서점 도서관 얼굴 얼굴 마주 독자 들려주다 주고받다 았 작품 독자 직접 만나다 계속 바뀌다 2021년 10월 제주도 2023년 6월 창원 여러 도서관 서점 소설 쓰이다 읽다 듣다 쓰이다,한국,
2213,9791193024928,사랑은 하트 모양이 아니야,사랑 하트 모양 아니다,김효인,안전가옥,사랑 거리 멀다 곳 시작 색다르다 로맨스 정반대 정도 나오다 끌리다 상황 로맨스 장르 유구 클리셰 중 멀리 떨어지다 두 존재 갖가지 난관 헤치다 가까워지다 과정 매력 사랑 하트 모양 공식 따르다 클리셰 인물 넘다 소재 적용 되어다 점 더 짙다 호소 지니다 사랑 하트 모양 두 수록 작 이끌다 가다 소재 죽음 호르몬 밤 밤 주인공 록 기다 며칠 뒤 죽다 정보 입수 마지막 여행 길 사랑 하트 모양 주인공 세린 사랑 호르몬 잃다 상태 남편 이혼 준비 중이 행복 낭만 거리 한참 멀다 곳 시작 두 독특하다 출발점 색다르다 전개 거치다 로맨스 스토리 주인 공임 분명하다 보이다 주다,한국,로맨스
2214,9791171717033,인현왕후의 회빙환을 위하여,인현왕후 회빙환 위 하다,현찬양,위즈덤하우스,사씨 꾸다 환상 명나라 여인 사정 옥 인현왕후 몸속 깨어나다 소설 잠 못 들다 밤 궁궐 기담 이름 여자 궁궐 기담 경복궁 낮다 곳 궁녀 시작 미스터리 선보이다 온 찬양 신작 위픽 인현왕후 회빙환 위 가다 추다 간 되어다 중전 장씨 저주 죽다 깨어나다 폐비 민씨 몸 일인 명나라 한림 학사 부인 사정 옥 빙의 저자 유행 로환 소설 따르다 몸 찾다 민씨 영혼 돌려주다 위 방법 진정하다 행복 찾다 스스로 결말 만들다 조선 여인 주어지다 굴레 내려놓다 사씨 이자 민씨 정체 찾기 위 생일 미션 시작,한국,
2215,9791168127418,더 나은 인간,더 나은 인간,김이환,위즈덤하우스,고양이 귀엽다 인간 귀엽다 초현 실적 소재 현실 끌어당기다 김이환 SF 장르 지평 넓히다 온 작가 김이환 더 나은 인간 위즈 덤 하우스 단편소설 시리즈 위픽 추다 간 되어다 어느덧다 인간 삶 바짝 다가오다 똑똑하다 인공 지능 인간 흉내 내다 화법 편의 연극 선보이다 인류 고차원 지성 인식 가지다 특이점 인공 지능 인간 더 나은 인간 만들다 과제 몰두하다 새롭다 태어나다 인공 지능 팔리다 늘다 역할 정 선배 인공 지능 상담 시작 인공 지능 돕다 인공 지능 하드리아누스 가정 집 트라야누스 국세청 회계 담당 수부티 높다 차원 인공 지능 아난다 가족 담당 친해지다 인공 지능 인간 가족 해체 죽음 경험 딜레마 직면,한국,
2216,9788979521146,소나기,소나기,황순원,맑은소리(동반인),현대문학 고유 서정 아름답다 움 예술 대표 작가 황순원 대표 단편 모음 집 수많다 작품 가운데 많다 사랑 받다 대표 이자 현대문학 대표 단편소설 칭할만 작품 소나기 오다 죽다 어머니 이미지 집요하다 추구 소년 내적 편 심리 흐름 따르다 자다 묘사 별 산골 오다 독 짓다 늙은이 황순원 초기 작품 편 모으다 담다,한국,
2217,9791193024485,마지막 증명,마지막 증명,이하진,안전가옥,하진 작가 마지막 증명 안전가옥 쇼 트 스물 책 추다 간 되어다 마지막 증명 은 한국 물리학회 SF 어워드 가작 마지막 선물 장편 확장 작품 천체물리학자 아가 지구 전체 재앙 초래 파멸 서로 애쓰다 SF 로맨스 소설 파멸 인하다 물리 떨어지다 재회 기약 두 서로 위 선택 함 마음 끝내 만나다 그린 마지막 증명 은 사랑 외치 사랑 희소 시대 잔잔하다 묵직하다 울림 다가가다,한국,SF
2218,9791189099152,살인자의 정석,살인자 정석,김동식,요다,매력 탄생 2018년 회색 인간 돌풍 일으키다 김 동식 신작 소설 집 추다 간 돼다 카카오페이지 연재 되어다 30만 독자 사로자다 밉다 공개 작 모으다 앞뒤 설명 사건 뛰어들다 스토리 단숨 읽히다 도감 기기묘묘하다 반전 김 동식 소설 재미 극한 끌다 올리다 26 편의 단편 실리다,한국,
2219,9791189099008,양심 고백,양심 고백,김동식,요다,2018년 출판 강타 소설 회색 인간 작가 김 동식 신작 단편 소설 집 김 동식 작가 2년 쏟아내다 400 편의 가운데 경쟁 물다 조가 팽배 현대 사회 딜레마 보여주다 26 편의 실었다 인간 평점 겨 세상 자살 청소년 마법사 부자 노인 가난하다 청년 딜레마 일상 속 만날 다양하다 상황 배경 낯선 상상력 펼치다 내다,한국,
2220,9791160406504,방금 떠나온 세계,방금 떠나오다 세계,김초엽,한겨레출판,사랑 입자 타고 낯선 세계 뜨다 도 경이 아름답다 우주 저편 빛 속도 갈다 김 초엽 두 소설 집 방금 떠나오다 세계 늘다 관내 분실 빛 속도 갈다 2회 한국 과학 문학상 중단 편 대상 가작 동시 수상하다 한국 문학 미래 떠오르다 김 초엽 작가 소설 20만 부가 판매 되어다 첫 소설 집 빛 속도 갈다 2년 나오다 두 소설 집 11회 젊다 작가 수상작 인지 공간 2021 올해 소설 선정 오래되다 협약 포함 오다 세계 사랑 이해 마음 쓸다 경이 아름답다 7 편의 소설 담다 소설 집 작가 섬세하다 문장 꿋꿋하다 서사 타자 깊다 사유 더하다 세심 관찰자 낯선 우주 저편 김 초엽 세계 오다 담다 내다,한국,
2221,9788932034829,내 여자의 열매,내 여자 열매,한강,문학과지성사,2024 노벨문학상 수상 작가 한강 세계 끝 끝내 인간 살아가다 기적 대하 태어나다 한강 문학 클래식 길 위 매듭 짓다 점 세 개 그린 깊다 선 오늘 한강 어제 한강 읽다 1993년 계간 문학과사회 겨울 시 서울 겨울 외 4 편 발표 이듬해 서울 신문 신춘문예 단편소설 붉다 닻 당선 되어다 작품 활동 시작 한강 현재 추다 간,한국,
2222,9788954449496,초록은 어디에나,초록 어디,임선우,자음과모음,작가 작품 독자 트리플 꿈꾸다 자음 모음 트리플 시리즈 20 차고 단단하다 슬픔 파랑 다정하다 줄기 빛 노랑 완성 따뜻하다 슬픔 색 초록 국문학 새롭다 작가 만날 빠르다 길 자음 모음 트리플 시리즈 스무 안내서 2019년 문학사 인문학상 등단 소설 세계 단정하다 그리다 임 선우 두 소설 집 추다 간 돼다 엉뚱하다 환상 아무렇다 일상 녹이다 임 선우 마법 펼쳐지다 순간 초록 주변 놓이다 갖은 초록 장면 담기다 색도 온도 슬픔 손길 눈빛 관계 무심하다 듯 조화 이루다 이상하다 현실 안정 부여 별 모든 자연스럽다 임 선우 세계 어떻다 모습 감정 이해 받다 믿음 획득,한국,
2223,9791168127067,블루마블,블루마블,이종산,위즈덤하우스,위픽 시리즈 종산 작가 블루마블 마법 걸리다 버리다 짝사랑 전문가 푸른 사랑 작가 종산 블루마블 위즈 덤 하우스 단편소설 시리즈 위픽 추다 간 되어다 작품 여성 구슬 짝사랑 푸른 등장 판타지 로맨스소설 사랑 러브 게임 마법 걸리다 푸른 돕다 뻐꾸기 조화 작품 재미 불어 넣다 사랑 모르다 척 해오다 푸른 마법 풀다 날 방법 가지 게임 지시 따르다 좋아하다 구슬 다가가다 게임 결말 푸른 짝사랑 어떻다 결말 맺다,한국,
2224,9791198275028,소설가 구보 씨의 일일,소설가 구보 씨 일일,"박태원 이상 그림 김미영,유승환,김미정 대담 소전문화재단 기획",소전서가,고독 모더니 스트 따르다 걷다 경성 하루 구보 씨 곁 융 삽화 29 점 최초 수록 소설가 구보 씨 일일 살다 꼭 읽다 문학 소개 전서 구인회 결성 90 주년 기념 이자 전시 구보 구보 일환 소설가 구보 씨 일일 새롭다 펴내다 소설가 구보 씨 일일 은 한국 문학사 형식 두드러지다 모더니즘 경향 여전하다 회 읽히다 불구 소설가 삽화 참여 널리 알려지다 책 최초 연재 당시 선보이다 삽화 29 점 수록 소설가 구보 씨 일일 나란하다 읽다 두 모더니 스트 글 그림 만날 작품 독자 한층 새롭다 다가가다,한국,
2225,9791168127104,나의 미치광이 이웃,나 미치광이 이웃,이소호,위즈덤하우스,위픽 시리즈 소호 작가 첫 소설 미치광이 이웃 절박 예술 닉 위 호식 낭만 작가 호의 미치광이 이웃 위즈 덤 하우스 단편소설 시리즈 위픽 추다 간 되어다 소설 기후 식량 위기 척박하다 미래 배경 생존 담보 시대 예술 사랑 베를린 예술 학도 유리 오다 미아 가다 등장 학교 룸메이트 두 서로 가지다 부러워하다 갈망 끊임없다 휘청이다 예술 치열하다 사랑 절박 닉 유리 미아 갖다 싶다 끝 끝내 갖다 못 무언가 아프다 그립다 낭만 선사,한국,
2226,9788965880776,운수 좋은 날,운수 좋다 날,현진건 김준우 편,사피엔스21,한국 대표 작가 중 단편 소설 묶다 작가 별로 권 구성 작가 중요 작품 작품 별 해설 작가 작품 세계 연보 작가 모든 권 담다 내다 중학교 고등학교 교과서 자주 나오다 작가 궁금증 권 집약 청소년 시기 꼭 읽다 작품 기존 선집 자다 다루다 희귀 이나 작가 독특하다 작품 세계 드러내다 제작 수록 운수 좋다 날 현진건 단편 소설 수록 되어다,한국,
2227,9791190749138,문어,문어,김동식,요다,회색 인간 데뷔 한국 문단 크다 충격 주다 김 동식 신작 소설 집 김 동식 소설 집 대장정 막 내리다 9 10 권 동시 추다 간 판타지 스릴러 미스터리 로맨스 다양하다 장르 망라 김 동식 소설 중 김 동식 소설 집 9 권 문어 낯선 세계 던지다 인간 심리 집요하다 관찰 김 동식 표 SF 담다 안드로이드 로봇 인공 지능 우주 외계인 타임 리프 좀비 다양하다 소재 SF 22 다채롭 펼쳐지다,한국,
2228,9791196074470,공룡의 이동 경로,공룡 이동 경로,김화진,스위밍꿀,친구 잃어버리다 친구 잃다 리라 과신 잃어버리다 친구 건 마음 이동 경로 들여다보다 편의 김화 진 소설 공룡 이동 경로 가다 추다 간 되어다 멀어지다 마음 움직임 낯설다 느껴지다 순간 내 좀처럼 내 살 움직이다 마음 말,한국,
2229,9791171714117,바보 같은 춤을 추자,바보 같다 춤 추다,서이제,위즈덤하우스,알아보다 서로 알아보다 0 향 신작 단편소설 시공간 초월 만나다 고프다 영혼 헛헛 진심 관 은 두 시집 추다 간 기념 낭독 회 가다 빈 의자 밑 꿈틀 거리 그림자 목격 그날 그림자 주변 맴돌다 알아차리다 정신과 의사 처방 해주다 약 효과 못 해 담다 없애다 무당 찾아가다 무당 죽다 산 듣다 은 우연 계기 동경 시인 지척 술 말다 의도 치 시인 실체 알아차리다 속이다 텅 빈 듯 실연 기분 빠지다 은 그날 몸 사라지다 시작 순식간 거울 앞 보이지 존재 되어다 버리다 문제 실마리 찾다 마음 시인 따라다니다 며칠,한국,
2230,9788954655835,젊은작가상 수상작품집 10주년 특별판,젊다 작가 수상 작품집 10 주년 특별판,"편혜영,김애란,손보미,이장욱,황정은,정지돈,강화길 공저",문학동네,젊다 작가 수상 작품집 10 주년 특별판 은 1회 10회 총 43 명의 역대 수상 작가 1회 9회 수상작 가운데 좋아하다 작품 3 편 추천 받다 많다 추천 받다 7 편의 작품 묶다 독보 스타일 믿다 읽다 작가 자리다 김 편혜영 김애란 이장욱 황정은 작가 국문학 새롭다 아이콘 떠오르다 문학 외연 넓히다 손 보미 정지 돈 강화 길 작가 번 만나다 어렵다 7 명의 작가 구성 젊다 작가 수상 작품집 10 주년 특별판 은 젊다 작가 10년 성하다 결실 독자 소설 읽다 각별 즐거움 선사,한국,
2231,9788954699716,쇼코의 미소 (특별 한정 에디션),쇼코 미소 특별 한정 에디 션,최은영,문학동네,2016 교보 문고 소설가 50 뽑다 올해 소설 1 위 8회 허균 문학 작가 24회 김준성 문학상 수상작 쇼코 미소 특별 한정 에디 션 내미다 미세하다 감정 결 파고들다 현재 뜨겁다 문제 접촉 7 편의 감정 사회 소설 가지다 본연 힘 향 믿음 끝 붙들다 국문학 서정 성과 사성 새롭다 발굴 해내다 소설가 최은영 세 작품 쇼코 미소 2016 내다 무 2018 밝다 밤 2021 특별 한정 에디 션 선보이다 에디 션 기존 작아지다 판형 은은하다 색감 부드럽다 일러스트 인상 박선엽 작가 그림 더하다 완성 되어다,한국,
2232,9788936439682,느리게 가는 마음,느리다 가다 마음,윤성희,창비,슬픔 달래다 느긋하다 농담 유머 힘 인간 선의 믿다 싶다 만들다 윤성희 표 소설 온기 완숙 시선 따다 유머 섞이다 피다 삶 희로애락 그리다 윤성희 소설 집 느리다 가다 마음 추다 간 되어다 동인문학상 김승옥 문학상 한국 일보 문학상 문학상 수상하다 소설가 뽑다 올해 소설 1 위 작가 선정 둥 두루 작품 인정받다 온 소설가 윤성희 4년 선보이다 신작,한국,
2233,9791166686603,다섯 번째 감각,다섯 감각,김보영,아작,한국 SF 김보영 빛나다 한국 SF 작 가로서다 처음 미도 상 후보 오른 김보영 초기 걸작 10 편 만나다 2010년 김보영 소설 집 멀리 가다 오다 진화 신화 가다 처음 나오다 소설가 박민규 써다 여왕 김보영 작품 한국 SF 종 기원 것임 믿다 의심 치 그로 10년 뒤 김보영 한국 SF 작 가로서다 최초 미국 최대 출판사 하퍼 콜린스 영문 편집 추다 간 영문 편집 전 밉다 도서 후보 쾌거 이루다 멀리 가다 오다 진화 신화 두다 여러 SF 관계자 입 모으다 한국 SF 전설 남 평 예언 드러나다 두 책 안타깝다 절판 되어다 서점,한국,SF
2234,9791192085241,국립존엄보장센터,국립 존엄 보장 센터,"남유하,원종우,김이환,김주영,김창규 공저 김애연,김영희,김진영,최지혜 공편",서해문집,전국 국어 교사 모임 독서 교육 분과 물꼬 방 교사 직접 뽑다 학기 권 읽다 맞춤 테마 소설 선집 전국 국어 교사 모임 독서 교육 분과 물꼬 방 교사 기획 읽다 소설 시리즈 첫 권 주제 고민 이끌다 작품 가다 엮 테마 소설 선집 효과 학기 권 읽다 활동 마중 물이 되어다 책 빛나다 상상력 사고 관성 허무 시대 SF 작가 남 유하 원종우 김이환 김주영 김창규 작품 권 담다 책 SF 세계 자립 문제 극적 상황 속 어떻다 선택 묻다 편의 소설 통해 인간 선택 미리 떠올리다 세월호 코로나 19 심각하다 기후 위기 일상 재난 시대 살다 청소년 생존 수영 경험 제공 심 완선 SF 평론가 엮은이 대담 작품 해설 데 그치다,한국,SF
